millis,stamp,datetime,light,temp,vcc
387999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
388999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
389998, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
391000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
391999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
392999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
394000, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
394999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
396000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
396999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
398000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
398998, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
399998, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
400999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
401999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
402999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
403999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
405000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
405999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
407000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
408000, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
408999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
409999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
410999, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
411999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
412999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
414000, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
414999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
416000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
417000, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
417998, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
418999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
419999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
421000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
421999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
422999, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
423998, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
424999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
426000, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
426998, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
428000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
428999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
430000, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
430999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
432000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
432999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
433999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
434999, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
435998, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
436999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
437999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
439000, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
439998, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
440998, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
441999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
442999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
444000, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
444999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
446000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
446999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
447998, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
448999, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
449998, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
450999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
451999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
453000, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
453999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
455000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
455999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
456999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
457998, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
458998, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
460000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
460999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
461999, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
462999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
464000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
464999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
465999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
466998, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
467998, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
468999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
469999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
471000, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
471999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
472999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
473999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
474999, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
476000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
476999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
478000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
478999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
479998, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
480999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
481999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
482999, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
483999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
485000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
485999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
487000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
487999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
488998, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
489999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
490999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
492000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
492999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
494000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
494999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
496000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
496999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
497999, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
498998, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
499999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
500999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
501999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
503000, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
503998, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
504999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
505999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
506999, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
508000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
508999, 1562112000, "2019/7/3 0:0:0", 996, 520.34, 1.13
510000, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
510999, 1562112000, "2019/7/3 0:0:0", 996, 520.34, 1.13
512000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
512998, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
513998, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
514999, 1562112000, "2019/7/3 0:0:0", 996, 520.34, 1.13
515999, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
517000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
517999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
519000, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
519999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
520999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
521999, 1562112000, "2019/7/3 0:0:0", 996, 520.34, 1.13
522999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
523999, 1562112000, "2019/7/3 0:0:0", 996, 520.34, 1.13
524998, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
526000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
526999, 1562112000, "2019/7/3 0:0:0", 996, 520.34, 1.13
528000, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
528999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
529999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
530999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
531999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
533000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
533999, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
535000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
535999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
536998, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
537998, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
538999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
540000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
540999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
542000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
542999, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
544000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
544999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
545998, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
546998, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
547999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
548999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
549999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
550999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
551999, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
552999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
553998, 1562112000, "2019/7/3 0:0:0", 996, 520.34, 1.13
554998, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
556000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
556999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
558000, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
558999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
560000, 1562112000, "2019/7/3 0:0:0", 996, 520.34, 1.13
561000, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
561999, 1562112000, "2019/7/3 0:0:0", 996, 520.34, 1.13
562999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
563998, 1562112000, "2019/7/3 0:0:0", 996, 520.34, 1.13
564999, 1562112000, "2019/7/3 0:0:0", 996, 520.34, 1.13
565999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
566999, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
567999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
568999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
569999, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
570998, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
572000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
572999, 1562112000, "2019/7/3 0:0:0", 996, 520.34, 1.13
574000, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
574999, 1562112000, "2019/7/3 0:0:0", 996, 520.34, 1.13
576000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
576999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
577999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
578999, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
579999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
580999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
581999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
583000, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
583999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
584999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
585999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
586999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
588000, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
588999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
590000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
590999, 1562112000, "2019/7/3 0:0:0", 997, 519.76, 1.13
592000, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
592999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
593999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
595000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
595999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
597000, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
597999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
599000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
599999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
600998, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
601999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
602999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
603999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
604999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
606000, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
606999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
608000, 1562112000, "2019/7/3 0:0:0", 996, 520.34, 1.13
608999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
609999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
610999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
611999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
612999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
613999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
615000, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
615998, 1562112000, "2019/7/3 0:0:0", 996, 520.34, 1.13
616999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
617999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
618999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
620000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
620999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
622000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
622999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
623998, 1562112000, "2019/7/3 0:0:0", 998, 520.34, 1.13
624998, 1562112000, "2019/7/3 0:0:0", 996, 520.34, 1.13
625999, 1562112000, "2019/7/3 0:0:0", 996, 520.34, 1.13
626999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
627998, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
629000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
629999, 1562112000, "2019/7/3 0:0:0", 997, 519.76, 1.13
631000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
631999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
632999, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
633999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
634999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
635999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
636999, 1562112000, "2019/7/3 0:0:0", 997, 520.92, 1.13
638000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
638999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
640000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
640999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
641998, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
643000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
643999, 1562112000, "2019/7/3 0:0:0", 996, 520.34, 1.13
645000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
645999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
647000, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
647999, 1562112000, "2019/7/3 0:0:0", 996, 520.34, 1.13
648999, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
649999, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
650998, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
652000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
652999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
653999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
654999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
656000, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
656998, 1562112000, "2019/7/3 0:0:0", 996, 520.34, 1.13
657999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
659000, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
659998, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
661000, 1562112000, "2019/7/3 0:0:0", 997, 519.76, 1.13
661999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
663000, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
663999, 1562112000, "2019/7/3 0:0:0", 996, 520.34, 1.13
664999, 1562112000, "2019/7/3 0:0:0", 996, 520.34, 1.13
665999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
666999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
668000, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
668998, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
670000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
670998, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
671998, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
672999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
673998, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
674999, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
675999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
676999, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
677999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
679000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
679999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
680998, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
682000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
682999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
684000, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
684999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
686000, 1562112000, "2019/7/3 0:0:0", 998, 520.34, 1.13
686999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
688000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
688999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
689998, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
690999, 1562112000, "2019/7/3 0:0:0", 997, 520.92, 1.13
691998, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
693000, 1562112000, "2019/7/3 0:0:0", 996, 520.34, 1.13
693999, 1562112000, "2019/7/3 0:0:0", 996, 520.34, 1.13
695000, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
695998, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
696999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
697999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
698999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
699999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
700999, 1562112000, "2019/7/3 0:0:0", 996, 520.34, 1.13
702000, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
702999, 1562112000, "2019/7/3 0:0:0", 996, 520.34, 1.13
704000, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
704999, 1562112000, "2019/7/3 0:0:0", 996, 520.34, 1.13
705999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
706999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
707999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
708999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
709999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
711000, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
711999, 1562112000, "2019/7/3 0:0:0", 996, 520.34, 1.13
712999, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
713999, 1562112000, "2019/7/3 0:0:0", 996, 520.34, 1.13
714999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
715999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
716999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
718000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
718999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
720000, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
720999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
721998, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
723000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
723999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
725000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
725999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
727000, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
727999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
728999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
729999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
730999, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
731999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
732999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
734000, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
734998, 1562112000, "2019/7/3 0:0:0", 996, 520.34, 1.13
736000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
736999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
737999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
738999, 1562112000, "2019/7/3 0:0:0", 996, 520.34, 1.13
739999, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
741000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
741999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
743000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
743999, 1562112000, "2019/7/3 0:0:0", 996, 520.34, 1.13
744999, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
745998, 1562112000, "2019/7/3 0:0:0", 996, 520.34, 1.13
746999, 1562112000, "2019/7/3 0:0:0", 996, 519.76, 1.13
747999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
748999, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
749999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
750998, 1562112000, "2019/7/3 0:0:0", 996, 520.34, 1.13
751998, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
752998, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
753998, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
754999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
755999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
756999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
757998, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
759000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
759999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
760999, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
761999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
762999, 1562112000, "2019/7/3 0:0:0", 996, 520.34, 1.13
764000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
764998, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
766000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
766999, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
767998, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
768999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
769999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
770999, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
771998, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
772999, 1562112000, "2019/7/3 0:0:0", 998, 520.92, 1.13
773998, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
775000, 1562112000, "2019/7/3 0:0:0", 997, 520.34, 1.13
